run,val_accuracy,time_sec
LR=0.001,0.8567000031471252,95.7060296535492
LR=0.0001,0.8605999946594238,94.12526488304138
BatchSize=16,0.8585000038146973,148.52892446517944
BatchSize=64,0.8632000088691711,78.92588472366333
Optimizer=sgd,0.8604000210762024,100.47393226623535
DenseUnits=256,0.8601999878883362,103.5028645992279
FrozenLayers=Partial,0.666700005531311,337.8227415084839
